Pokemon,Card Type,Generation,Card Number,Price
ELEKID,STANDARD,EX SANDSTORM,036 OF 100,0.49
FEAROW,REVERSE HOLO,EX SANDSTORM,037 OF 100,1.85
FEAROW,STANDARD,EX SANDSTORM,037 OF 100,0.49
ILLUMISE,REVERSE HOLO,EX SANDSTORM,038 OF 100,1.85
ILLUMISE,STANDARD,EX SANDSTORM,038 OF 100,0.49
KABUTO,REVERSE HOLO,EX SANDSTORM,039 OF 100,1.85
KABUTO,STANDARD,EX SANDSTORM,039 OF 100,0.49
KIRLIA,REVERSE HOLO,EX SANDSTORM,040 OF 100,2.29
KIRLIA,STANDARD,EX SANDSTORM,040 OF 100,0.49
LAIRON,REVERSE HOLO,EX SANDSTORM,041 OF 100,1.85
LAIRON,STANDARD,EX SANDSTORM,041 OF 100,0.49
LILEEP,REVERSE HOLO,EX SANDSTORM,042 OF 100,1.85
LILEEP,STANDARD,EX SANDSTORM,042 OF 100,0.49
LILEEP,REVERSE HOLO,EX SANDSTORM,043 OF 100,1.85
LILEEP,STANDARD,EX SANDSTORM,043 OF 100,0.49
LINOONE,REVERSE HOLO,EX SANDSTORM,044 OF 100,1.85
LINOONE,STANDARD,EX SANDSTORM,044 OF 100,0.49
LOMBRE,REVERSE HOLO,EX SANDSTORM,045 OF 100,1.85
LOMBRE,STANDARD,EX SANDSTORM,045 OF 100,0.49
LOMBRE,REVERSE HOLO,EX SANDSTORM,046 OF 100,1.85
LOMBRE,STANDARD,EX SANDSTORM,046 OF 100,0.49
MURKROW,REVERSE HOLO,EX SANDSTORM,047 OF 100,1.85
MURKROW,STANDARD,EX SANDSTORM,047 OF 100,0.49
NUZLEAF,REVERSE HOLO,EX SANDSTORM,048 OF 100,1.85
NUZLEAF,STANDARD,EX SANDSTORM,048 OF 100,0.49
NUZLEAF,REVERSE HOLO,EX SANDSTORM,049 OF 100,1.85
NUZLEAF,STANDARD,EX SANDSTORM,049 OF 100,0.49
PELIPPER,REVERSE HOLO,EX SANDSTORM,050 OF 100,1.85
PELIPPER,STANDARD,EX SANDSTORM,050 OF 100,0.49
QUILAVA,REVERSE HOLO,EX SANDSTORM,051 OF 100,2.39
QUILAVA,STANDARD,EX SANDSTORM,051 OF 100,0.59
VIGOROTH,REVERSE HOLO,EX SANDSTORM,052 OF 100,1.85
VIGOROTH,STANDARD,EX SANDSTORM,052 OF 100,0.49
VOLBEAT,REVERSE HOLO,EX SANDSTORM,053 OF 100,1.85
VOLBEAT,STANDARD,EX SANDSTORM,053 OF 100,0.49
WYNAUT,REVERSE HOLO,EX SANDSTORM,054 OF 100,1.85
WYNAUT,STANDARD,EX SANDSTORM,054 OF 100,0.49
XATU,REVERSE HOLO,EX SANDSTORM,055 OF 100,1.85
XATU,STANDARD,EX SANDSTORM,055 OF 100,0.49
ARON,REVERSE HOLO,EX SANDSTORM,056 OF 100,1.45
ARON,STANDARD,EX SANDSTORM,056 OF 100,0.39
CACNEA,REVERSE HOLO,EX SANDSTORM,057 OF 100,1.45
CACNEA,STANDARD,EX SANDSTORM,057 OF 100,0.39
CACNEA,REVERSE HOLO,EX SANDSTORM,058 OF 100,1.45
CACNEA,STANDARD,EX SANDSTORM,058 OF 100,0.39
CYNDAQUIL,REVERSE HOLO,EX SANDSTORM,059 OF 100,2.15
CYNDAQUIL,STANDARD,EX SANDSTORM,059 OF 100,0.49
DUNSPARCE,REVERSE HOLO,EX SANDSTORM,060 OF 100,9.75
DUNSPARCE,STANDARD,EX SANDSTORM,060 OF 100,3.79
DUSKULL,REVERSE HOLO,EX SANDSTORM,061 OF 100,1.45
DUSKULL,STANDARD,EX SANDSTORM,061 OF 100,0.39
DUSKULL,REVERSE HOLO,EX SANDSTORM,062 OF 100,1.45
DUSKULL,STANDARD,EX SANDSTORM,062 OF 100,0.39
EEVEE,REVERSE HOLO,EX SANDSTORM,063 OF 100,3.29
EEVEE,STANDARD,EX SANDSTORM,063 OF 100,1.85
EKANS,REVERSE HOLO,EX SANDSTORM,064 OF 100,1.45
EKANS,STANDARD,EX SANDSTORM,064 OF 100,0.39
GROWLITHE,REVERSE HOLO,EX SANDSTORM,065 OF 100,1.45
GROWLITHE,STANDARD,EX SANDSTORM,065 OF 100,0.59
LOTAD,REVERSE HOLO,EX SANDSTORM,066 OF 100,1.45
LOTAD,STANDARD,EX SANDSTORM,066 OF 100,0.39
LOTAD,REVERSE HOLO,EX SANDSTORM,067 OF 100,1.45
LOTAD,STANDARD,EX SANDSTORM,067 OF 100,0.39
MARILL,REVERSE HOLO,EX SANDSTORM,068 OF 100,1.45
MARILL,STANDARD,EX SANDSTORM,068 OF 100,0.59
NATU,REVERSE HOLO,EX SANDSTORM,069 OF 100,1.45
NATU,STANDARD,EX SANDSTORM,069 OF 100,0.39
OMANYTE,REVERSE HOLO,EX SANDSTORM,070 OF 100,1.45
OMANYTE,STANDARD,EX SANDSTORM,070 OF 100,0.39
ONIX,REVERSE HOLO,EX SANDSTORM,071 OF 100,1.45
ONIX,STANDARD,EX SANDSTORM,071 OF 100,0.39
PIKACHU,REVERSE HOLO,EX SANDSTORM,072 OF 100,4.79
PIKACHU,STANDARD,EX SANDSTORM,072 OF 100,2.29
PSYDUCK,REVERSE HOLO,EX SANDSTORM,073 OF 100,1.45
PSYDUCK,STANDARD,EX SANDSTORM,073 OF 100,0.39
RALTS,REVERSE HOLO,EX SANDSTORM,074 OF 100,2.29
RALTS,STANDARD,EX SANDSTORM,074 OF 100,0.59
SANDSHREW,REVERSE HOLO,EX SANDSTORM,075 OF 100,1.45
SANDSHREW,STANDARD,EX SANDSTORM,075 OF 100,0.39
SEEDOT,REVERSE HOLO,EX SANDSTORM,076 OF 100,1.45
SEEDOT,STANDARD,EX SANDSTORM,076 OF 100,0.39
SEEDOT,REVERSE HOLO,EX SANDSTORM,077 OF 100,1.45
SEEDOT,STANDARD,EX SANDSTORM,077 OF 100,0.39
SHROOMISH,REVERSE HOLO,EX SANDSTORM,078 OF 100,1.45
SHROOMISH,STANDARD,EX SANDSTORM,078 OF 100,0.39
SKITTY,REVERSE HOLO,EX SANDSTORM,079 OF 100,1.85
SKITTY,STANDARD,EX SANDSTORM,079 OF 100,0.39
SLAKOTH,REVERSE HOLO,EX SANDSTORM,080 OF 100,1.45
SLAKOTH,STANDARD,EX SANDSTORM,080 OF 100,0.39
SPEAROW,REVERSE HOLO,EX SANDSTORM,081 OF 100,1.45
SPEAROW,STANDARD,EX SANDSTORM,081 OF 100,0.39
TRAPINCH,REVERSE HOLO,EX SANDSTORM,082 OF 100,1.45
TRAPINCH,STANDARD,EX SANDSTORM,082 OF 100,0.39
WAILMER,REVERSE HOLO,EX SANDSTORM,083 OF 100,1.45
WAILMER,STANDARD,EX SANDSTORM,083 OF 100,0.39
WINGULL,REVERSE HOLO,EX SANDSTORM,084 OF 100,1.45
WINGULL,STANDARD,EX SANDSTORM,084 OF 100,0.39
ZIGZAGOON,REVERSE HOLO,EX SANDSTORM,085 OF 100,1.45
ZIGZAGOON,STANDARD,EX SANDSTORM,085 OF 100,0.39
DOUBLE FULL HEAL,REVERSE HOLO,EX SANDSTORM,086 OF 100,1.85
DOUBLE FULL HEAL,STANDARD,EX SANDSTORM,086 OF 100,0.69
LANETTE'S NET SEARCH,REVERSE HOLO,EX SANDSTORM,087 OF 100,4.79
LANETTE'S NET SEARCH,STANDARD,EX SANDSTORM,087 OF 100,0.69
RARE CANDY,REVERSE HOLO,EX SANDSTORM,088 OF 100,15.99
RARE CANDY,STANDARD,EX SANDSTORM,088 OF 100,4.75
WALLY'S TRAINING,REVERSE HOLO,EX SANDSTORM,089 OF 100,2.29
WALLY'S TRAINING,STANDARD,EX SANDSTORM,089 OF 100,0.89
CLAW FOSSIL,REVERSE HOLO,EX SANDSTORM,090 OF 100,1.85
CLAW FOSSIL,STANDARD,EX SANDSTORM,090 OF 100,0.49
MYSTERIOUS FOSSIL,REVERSE HOLO,EX SANDSTORM,091 OF 100,3.79
MYSTERIOUS FOSSIL,STANDARD,EX SANDSTORM,091 OF 100,0.49
ROOT FOSSIL,REVERSE HOLO,EX SANDSTORM,092 OF 100,1.85
ROOT FOSSIL,STANDARD,EX SANDSTORM,092 OF 100,0.49
MULTI ENERGY,REVERSE HOLO,EX SANDSTORM,093 OF 100,4.29
MULTI ENERGY,STANDARD,EX SANDSTORM,093 OF 100,3.79
AERODACTYL EX,STANDARD,EX SANDSTORM,094 OF 100,9.75
AGGRON EX,STANDARD,EX SANDSTORM,095 OF 100,9.25
GARDEVOIR EX,STANDARD,EX SANDSTORM,096 OF 100,16.99
KABUTOPS EX,STANDARD,EX SANDSTORM,097 OF 100,10.99
RAICHU EX,STANDARD,EX SANDSTORM,098 OF 100,17.99
TYPHLOSION EX,STANDARD,EX SANDSTORM,099 OF 100,14.99
WAILORD EX,STANDARD,EX SANDSTORM,100 OF 100,12.99
TEAM AQUA'S CACTURNE,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,01 OF 95,4.79
TEAM AQUA'S CACTURNE,STANDARD,EX TEAM AQUA-TEAM MAGMA,01 OF 95,4.29
TEAM AQUA'S CRAWDAUNT,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,02 OF 95,4.79
TEAM AQUA'S CRAWDAUNT,STANDARD,EX TEAM AQUA-TEAM MAGMA,02 OF 95,4.29
TEAM AQUA'S KYOGRE,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,03 OF 95,9.75
TEAM AQUA'S KYOGRE,STANDARD,EX TEAM AQUA-TEAM MAGMA,03 OF 95,7.25
TEAM AQUA'S MANECTRIC,STANDARD,EX TEAM AQUA-TEAM MAGMA,04 OF 95,6.25
TEAM AQUA'S MANECTRIC,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,04 OF 95,6.25
TEAM AQUA'S SHARPEDO,STANDARD,EX TEAM AQUA-TEAM MAGMA,05 OF 95,6.25
TEAM AQUA'S SHARPEDO,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,05 OF 95,6.25
TEAM AQUA'S WALREIN,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,06 OF 95,4.79
TEAM AQUA'S WALREIN,STANDARD,EX TEAM AQUA-TEAM MAGMA,06 OF 95,4.29
TEAM MAGMA'S AGGRON,STANDARD,EX TEAM AQUA-TEAM MAGMA,07 OF 95,4.79
TEAM MAGMA'S AGGRON,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,07 OF 95,4.79
TEAM MAGMA'S CLAYDOL,STANDARD,EX TEAM AQUA-TEAM MAGMA,08 OF 95,4.29
TEAM MAGMA'S CLAYDOL,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,08 OF 95,4.29
TEAM MAGMA'S GROUDON,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,09 OF 95,9.75
TEAM MAGMA'S GROUDON,STANDARD,EX TEAM AQUA-TEAM MAGMA,09 OF 95,7.75
TEAM MAGMA'S HOUNDOOM,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,10 OF 95,4.79
TEAM MAGMA'S HOUNDOOM,STANDARD,EX TEAM AQUA-TEAM MAGMA,10 OF 95,4.59
TEAM MAGMA'S RHYDON,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,11 OF 95,4.79
TEAM MAGMA'S RHYDON,STANDARD,EX TEAM AQUA-TEAM MAGMA,11 OF 95,4.29
TEAM MAGMA'S TORKOAL,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,12 OF 95,4.79
TEAM MAGMA'S TORKOAL,STANDARD,EX TEAM AQUA-TEAM MAGMA,12 OF 95,4.29
RAICHU,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,13 OF 95,4.79
RAICHU,STANDARD,EX TEAM AQUA-TEAM MAGMA,13 OF 95,3.79
TEAM AQUA'S CRAWDAUNT,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,14 OF 95,3.29
TEAM AQUA'S CRAWDAUNT,STANDARD,EX TEAM AQUA-TEAM MAGMA,14 OF 95,2.29
TEAM AQUA'S MIGHTYENA,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,15 OF 95,3.29
TEAM AQUA'S MIGHTYENA,STANDARD,EX TEAM AQUA-TEAM MAGMA,15 OF 95,2.29
TEAM AQUA'S SEALEO,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,16 OF 95,3.29
TEAM AQUA'S SEALEO,STANDARD,EX TEAM AQUA-TEAM MAGMA,16 OF 95,2.29
TEAM AQUA'S SEVIPER,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,17 OF 95,3.29
TEAM AQUA'S SEVIPER,STANDARD,EX TEAM AQUA-TEAM MAGMA,17 OF 95,2.29
TEAM AQUA'S SHARPEDO,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,18 OF 95,3.29
TEAM AQUA'S SHARPEDO,STANDARD,EX TEAM AQUA-TEAM MAGMA,18 OF 95,2.29
TEAM MAGMA'S CAMERUPT,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,19 OF 95,3.29
TEAM MAGMA'S CAMERUPT,STANDARD,EX TEAM AQUA-TEAM MAGMA,19 OF 95,2.29
TEAM MAGMA'S LAIRON,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,20 OF 95,3.29
TEAM MAGMA'S LAIRON,STANDARD,EX TEAM AQUA-TEAM MAGMA,20 OF 95,2.29
TEAM MAGMA'S MIGHTYENA,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,21 OF 95,3.29
TEAM MAGMA'S MIGHTYENA,STANDARD,EX TEAM AQUA-TEAM MAGMA,21 OF 95,2.29
TEAM MAGMA'S RHYDON,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,22 OF 95,3.29
TEAM MAGMA'S RHYDON,STANDARD,EX TEAM AQUA-TEAM MAGMA,22 OF 95,2.29
TEAM MAGMA'S ZANGOOSE,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,23 OF 95,3.29
TEAM MAGMA'S ZANGOOSE,STANDARD,EX TEAM AQUA-TEAM MAGMA,23 OF 95,2.29
TEAM AQUA'S CACNEA,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,24 OF 95,2.19
TEAM AQUA'S CACNEA,STANDARD,EX TEAM AQUA-TEAM MAGMA,24 OF 95,0.49
TEAM AQUA'S CARVANHA,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,25 OF 95,2.19
TEAM AQUA'S CARVANHA,STANDARD,EX TEAM AQUA-TEAM MAGMA,25 OF 95,0.49
TEAM AQUA'S CORPHISH,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,26 OF 95,2.19
TEAM AQUA'S CORPHISH,STANDARD,EX TEAM AQUA-TEAM MAGMA,26 OF 95,0.49
TEAM AQUA'S ELECTRIKE,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,27 OF 95,2.19
TEAM AQUA'S ELECTRIKE,STANDARD,EX TEAM AQUA-TEAM MAGMA,27 OF 95,0.49
TEAM AQUA'S LANTURN,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,28 OF 95,2.19
TEAM AQUA'S LANTURN,STANDARD,EX TEAM AQUA-TEAM MAGMA,28 OF 95,0.49
TEAM AQUA'S MANECTRIC,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,29 OF 95,2.19
TEAM AQUA'S MANECTRIC,STANDARD,EX TEAM AQUA-TEAM MAGMA,29 OF 95,0.49
TEAM AQUA'S MIGHTYENA,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,30 OF 95,2.19
TEAM AQUA'S MIGHTYENA,STANDARD,EX TEAM AQUA-TEAM MAGMA,30 OF 95,0.49
TEAM AQUA'S SEALEO,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,31 OF 95,2.19
TEAM AQUA'S SEALEO,STANDARD,EX TEAM AQUA-TEAM MAGMA,31 OF 95,0.49
TEAM MAGMA'S BALTOY,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,32 OF 95,2.19
TEAM MAGMA'S BALTOY,STANDARD,EX TEAM AQUA-TEAM MAGMA,32 OF 95,0.49
TEAM MAGMA'S CLAYDOL,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,33 OF 95,2.19
TEAM MAGMA'S CLAYDOL,STANDARD,EX TEAM AQUA-TEAM MAGMA,33 OF 95,0.49
TEAM MAGMA'S HOUNDOOM,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,34 OF 95,2.19
TEAM MAGMA'S HOUNDOOM,STANDARD,EX TEAM AQUA-TEAM MAGMA,34 OF 95,0.49
TEAM MAGMA'S HOUNDOUR,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,35 OF 95,2.19
TEAM MAGMA'S HOUNDOUR,STANDARD,EX TEAM AQUA-TEAM MAGMA,35 OF 95,0.49
TEAM MAGMA'S LAIRON,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,36 OF 95,2.19
TEAM MAGMA'S LAIRON,STANDARD,EX TEAM AQUA-TEAM MAGMA,36 OF 95,0.49
TEAM MAGMA'S MIGHTYENA,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,37 OF 95,2.19
TEAM MAGMA'S MIGHTYENA,STANDARD,EX TEAM AQUA-TEAM MAGMA,37 OF 95,0.49
TEAM MAGMA'S RHYHORN,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,38 OF 95,2.19
TEAM MAGMA'S RHYHORN,STANDARD,EX TEAM AQUA-TEAM MAGMA,38 OF 95,0.49
BULBASAUR,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,39 OF 95,2.29
BULBASAUR,STANDARD,EX TEAM AQUA-TEAM MAGMA,39 OF 95,1.85
CUBONE,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,40 OF 95,2.19
CUBONE,STANDARD,EX TEAM AQUA-TEAM MAGMA,40 OF 95,0.69
JIGGLYPUFF,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,41 OF 95,1.99
JIGGLYPUFF,STANDARD,EX TEAM AQUA-TEAM MAGMA,41 OF 95,0.79
MEOWTH,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,42 OF 95,2.19
MEOWTH,STANDARD,EX TEAM AQUA-TEAM MAGMA,42 OF 95,0.69
PIKACHU,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,43 OF 95,4.79
PIKACHU,STANDARD,EX TEAM AQUA-TEAM MAGMA,43 OF 95,2.79
PSYDUCK,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,44 OF 95,1.85
PSYDUCK,STANDARD,EX TEAM AQUA-TEAM MAGMA,44 OF 95,0.49
SLOWPOKE,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,45 OF 95,1.85
SLOWPOKE,STANDARD,EX TEAM AQUA-TEAM MAGMA,45 OF 95,0.49
SQUIRTLE,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,46 OF 95,3.79
SQUIRTLE,STANDARD,EX TEAM AQUA-TEAM MAGMA,46 OF 95,1.85
TEAM AQUA'S CARVANHA,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,47 OF 95,1.85
TEAM AQUA'S CARVANHA,STANDARD,EX TEAM AQUA-TEAM MAGMA,47 OF 95,0.39
TEAM AQUA'S CARVANHA,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,48 OF 95,1.85
TEAM AQUA'S CARVANHA,STANDARD,EX TEAM AQUA-TEAM MAGMA,48 OF 95,0.39
TEAM AQUA'S CHINCHOU,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,49 OF 95,1.85
TEAM AQUA'S CHINCHOU,STANDARD,EX TEAM AQUA-TEAM MAGMA,49 OF 95,0.39
TEAM AQUA'S CORPHISH,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,50 OF 95,1.85
TEAM AQUA'S CORPHISH,STANDARD,EX TEAM AQUA-TEAM MAGMA,50 OF 95,0.39
TEAM AQUA'S CORPHISH,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,51 OF 95,1.85
TEAM AQUA'S CORPHISH,STANDARD,EX TEAM AQUA-TEAM MAGMA,51 OF 95,0.39
TEAM AQUA'S ELECTRIKE,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,52 OF 95,1.85
TEAM AQUA'S ELECTRIKE,STANDARD,EX TEAM AQUA-TEAM MAGMA,52 OF 95,0.39
TEAM AQUA'S ELECTRIKE,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,53 OF 95,1.85
TEAM AQUA'S ELECTRIKE,STANDARD,EX TEAM AQUA-TEAM MAGMA,53 OF 95,0.39
TEAM AQUA'S POOCHYENA,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,54 OF 95,1.85
TEAM AQUA'S POOCHYENA,STANDARD,EX TEAM AQUA-TEAM MAGMA,54 OF 95,0.39
TEAM AQUA'S POOCHYENA,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,55 OF 95,1.85
TEAM AQUA'S POOCHYENA,STANDARD,EX TEAM AQUA-TEAM MAGMA,55 OF 95,0.39
TEAM AQUA'S SPHEAL,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,56 OF 95,1.85
TEAM AQUA'S SPHEAL,STANDARD,EX TEAM AQUA-TEAM MAGMA,56 OF 95,0.39
TEAM AQUA'S SPHEAL,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,57 OF 95,1.85
TEAM AQUA'S SPHEAL,STANDARD,EX TEAM AQUA-TEAM MAGMA,57 OF 95,0.39
TEAM MAGMA'S ARON,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,58 OF 95,1.85
TEAM MAGMA'S ARON,STANDARD,EX TEAM AQUA-TEAM MAGMA,58 OF 95,0.39
TEAM MAGMA'S ARON,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,59 OF 95,1.85
TEAM MAGMA'S ARON,STANDARD,EX TEAM AQUA-TEAM MAGMA,59 OF 95,0.39
TEAM MAGMA'S BALTOY,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,60 OF 95,1.85
TEAM MAGMA'S BALTOY,STANDARD,EX TEAM AQUA-TEAM MAGMA,60 OF 95,0.39
TEAM MAGMA'S BALTOY,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,61 OF 95,1.85
TEAM MAGMA'S BALTOY,STANDARD,EX TEAM AQUA-TEAM MAGMA,61 OF 95,0.39
TEAM MAGMA'S HOUNDOUR,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,62 OF 95,1.85
TEAM MAGMA'S HOUNDOUR,STANDARD,EX TEAM AQUA-TEAM MAGMA,62 OF 95,0.39
TEAM MAGMA'S HOUNDOUR,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,63 OF 95,1.85
TEAM MAGMA'S HOUNDOUR,STANDARD,EX TEAM AQUA-TEAM MAGMA,63 OF 95,0.39
TEAM MAGMA'S NUMEL,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,64 OF 95,1.85
TEAM MAGMA'S NUMEL,STANDARD,EX TEAM AQUA-TEAM MAGMA,64 OF 95,0.39
TEAM MAGMA'S POOCHYENA,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,65 OF 95,1.85
TEAM MAGMA'S POOCHYENA,STANDARD,EX TEAM AQUA-TEAM MAGMA,65 OF 95,0.39
TEAM MAGMA'S POOCHYENA,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,66 OF 95,1.85
TEAM MAGMA'S POOCHYENA,STANDARD,EX TEAM AQUA-TEAM MAGMA,66 OF 95,0.39
TEAM MAGMA'S RHYHORN,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,67 OF 95,1.85
TEAM MAGMA'S RHYHORN,STANDARD,EX TEAM AQUA-TEAM MAGMA,67 OF 95,0.39
TEAM MAGMA'S RHYHORN,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,68 OF 95,1.85
TEAM MAGMA'S RHYHORN,STANDARD,EX TEAM AQUA-TEAM MAGMA,68 OF 95,0.39
TEAM AQUA SCHEMER,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,69 OF 95,1.85
TEAM AQUA SCHEMER,STANDARD,EX TEAM AQUA-TEAM MAGMA,69 OF 95,0.59
TEAM MAGMA SCHEMER,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,70 OF 95,1.85
TEAM MAGMA SCHEMER,STANDARD,EX TEAM AQUA-TEAM MAGMA,70 OF 95,0.59
ARCHIE,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,71 OF 95,2.49
ARCHIE,STANDARD,EX TEAM AQUA-TEAM MAGMA,71 OF 95,1.35
DUAL BALL,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,72 OF 95,2.49
DUAL BALL,STANDARD,EX TEAM AQUA-TEAM MAGMA,72 OF 95,0.69
MAXIE,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,73 OF 95,2.29
MAXIE,STANDARD,EX TEAM AQUA-TEAM MAGMA,73 OF 95,1.35
STRENGTH CHARM,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,74 OF 95,2.29
STRENGTH CHARM,STANDARD,EX TEAM AQUA-TEAM MAGMA,74 OF 95,0.59
TEAM AQUA BALL,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,75 OF 95,2.29
TEAM AQUA BALL,STANDARD,EX TEAM AQUA-TEAM MAGMA,75 OF 95,0.59
TEAM AQUA BELT,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,76 OF 95,2.29
TEAM AQUA BELT,STANDARD,EX TEAM AQUA-TEAM MAGMA,76 OF 95,1.35
TEAM AQUA CONSPIRATOR,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,77 OF 95,3.79
TEAM AQUA CONSPIRATOR,STANDARD,EX TEAM AQUA-TEAM MAGMA,77 OF 95,0.79
TEAM AQUA HIDEOUT,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,78 OF 95,3.79
TEAM AQUA HIDEOUT,STANDARD,EX TEAM AQUA-TEAM MAGMA,78 OF 95,2.79
TEAM AQUA TECHNICAL MACHINE 01,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,79 OF 95,2.29
TEAM AQUA TECHNICAL MACHINE 01,STANDARD,EX TEAM AQUA-TEAM MAGMA,79 OF 95,0.89
TEAM MAGMA BALL,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,80 OF 95,2.29
TEAM MAGMA BALL,STANDARD,EX TEAM AQUA-TEAM MAGMA,80 OF 95,0.59
TEAM MAGMA BELT,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,81 OF 95,1.85
TEAM MAGMA BELT,STANDARD,EX TEAM AQUA-TEAM MAGMA,81 OF 95,1.35
TEAM MAGMA CONSPIRATOR,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,82 OF 95,3.29
TEAM MAGMA CONSPIRATOR,STANDARD,EX TEAM AQUA-TEAM MAGMA,82 OF 95,0.79
TEAM MAGMA HIDEOUT,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,83 OF 95,3.79
TEAM MAGMA HIDEOUT,STANDARD,EX TEAM AQUA-TEAM MAGMA,83 OF 95,2.79
TEAM MAGMA TECHNICAL MACHINE 01,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,84 OF 95,2.29
TEAM MAGMA TECHNICAL MACHINE 01,STANDARD,EX TEAM AQUA-TEAM MAGMA,84 OF 95,0.89
WARP POINT,REVERSE HOLO,EX TEAM AQUA-TEAM MAGMA,85 OF 95,2.29
WARP POINT,STANDARD,EX TEAM AQUA-TEAM MAGMA,85 OF 95,0.49
